temperature,eDensity,gofnt
4781804.724081485,19183673469.387756,7.154889691612931e-34
5011872.336272725,19183673469.387756,3.371127289729797e-34
501187.2336272725,21204081632.65306,2.483203329750346e-27
525300.922235397,21204081632.65306,4.0361998581103356e-27
550574.7959784886,21204081632.65306,6.347233699552781e-27
577064.6749995912,21204081632.65306,9.670754273245138e-27
604829.0651237764,21204081632.65306,1.4292056453541555e-26
633929.2870747296,21204081632.65306,2.0505861149826554e-26
664429.61190834,21204081632.65306,2.8584379382881446e-26
696397.4029624328,21204081632.65306,3.872285321830267e-26
729903.2646361388,21204081632.65306,5.098659278265273e-26
765021.19832752,21204081632.65306,6.522526402060654e-26
801828.7658738301,21204081632.65306,8.100355175508215e-26
840407.2608554034,21204081632.65306,9.755819039094802e-26
880841.8881415128,21204081632.65306,1.137610526381126e-25
923221.9520747317,21204081632.65306,1.2821935024293093e-25
967641.0537094537,21204081632.65306,1.3943479734847666e-25
1014197.2975401576,21204081632.65306,1.4603507538393961e-25
1062993.5081760285,21204081632.65306,1.4706617006362557e-25
1114137.4574404613,21204081632.65306,1.4223113687364567e-25
1167742.1023970542,21204081632.65306,1.31949127085396e-25
1223925.834827758,21204081632.65306,1.1734461038179438e-25
1282812.7427142137,21204081632.65306,9.99903304461145e-26
1344532.8842997623,21204081632.65306,8.158200653513666e-26
1409222.5753374626,21204081632.65306,6.36735241464144e-26
1477024.690158485,21204081632.65306,4.749001059737395e-26
1548088.9772258627,21204081632.65306,3.3802712770349837e-26
1622572.3898705235,21204081632.65306,2.2928422955115883e-26
1700639.4329400521,21204081632.65306,1.4781595297437234e-26
1782462.5261258448,21204081632.65306,9.02252097561625e-27
1868222.3847710367,21204081632.65306,5.197011437987785e-27
1958108.4190003115,21204081632.65306,2.8210680875004104e-27
2052319.1520530963,21204081632.65306,1.442332428011519e-27
2151062.6587440567,21204081632.65306,6.980070047222027e-28
2254557.0250193435,21204081632.65306,3.2269330313266222e-28
2363030.8296234924,21204081632.65306,1.4391746004709686e-28
2476723.6489408244,21204081632.65306,6.261056347167375e-29
2595886.586126396,21204081632.65306,2.6863778806232393e-29
2720782.8256950434,21204081632.65306,1.1457755230845986e-29
2851688.2147934726,21204081632.65306,4.887345987311961e-30
2988891.8724391717,21204081632.65306,2.094959752834315e-30
3132696.828071686,21204081632.65306,9.046212251654387e-31
3283420.6908266563,21204081632.65306,3.9428964953562035e-31
3441396.3510106686,21204081632.65306,1.7360408102898314e-31
3606972.7153262887,21204081632.65306,7.723229847137629e-32
3780515.4774710797,21204081632.65306,3.471608940285406e-32
3962407.92581251,21204081632.65306,1.5761848538916026e-32
4153051.789922715,21204081632.65306,7.224865659846958e-33
4352868.127842631,21204081632.65306,3.340380578206872e-33
4562298.256035178,21204081632.65306,1.5560850819417792e-33
4781804.724081485,21204081632.65306,7.295438866025627e-34
5011872.336272725,21204081632.65306,3.438262885486728e-34
501187.2336272725,23224489795.91837,2.501171599699126e-27
525300.922235397,23224489795.91837,4.066037603966595e-27
550574.7959784886,23224489795.91837,6.3951477509064206e-27
577064.6749995912,23224489795.91837,9.745265283301957e-27
604829.0651237764,23224489795.91837,1.4404399246116663e-26
633929.2870747296,23224489795.91837,2.06702379443203e-26
664429.61190834,23224489795.91837,2.881796087462405e-26
696397.4029624328,23224489795.91837,3.9045311316371326e-26
729903.2646361388,23224489795.91837,5.141912796945588e-26
765021.19832752,23224489795.91837,6.578879544268696e-26
801828.7658738301,23224489795.91837,8.17161329783381e-26
840407.2608554034,23224489795.91837,9.843181870686067e-26
880841.8881415128,23224489795.91837,1.1479788068852438e-25
923221.9520747317,23224489795.91837,1.2940852746128745e-25
967641.0537094537,23224489795.91837,1.4075058294368483e-25
1014197.2975401576,23224489795.91837,1.474370612586869e-25
1062993.5081760285,23224489795.91837,1.4850243001787403e-25
1114137.4574404613,23224489795.91837,1.43644061951205e-25
1167742.1023970542,23224489795.91837,1.332823827650604e-25
1223925.834827758,23224489795.91837,1.1855058329469203e-25
1282812.7427142137,23224489795.91837,1.0103550897880281e-25
1344532.8842997623,23224489795.91837,8.244932775364301e-26
1409222.5753374626,23224489795.91837,6.43620115843441e-26
1477024.690158485,23224489795.91837,4.801227662887774e-26
1548088.9772258627,23224489795.91837,3.4180803277858396e-26
1622572.3898705235,23224489795.91837,2.3189264097015818e-26
1700639.4329400521,23224489795.91837,1.4952629830535948e-26
1782462.5261258448,23224489795.91837,9.12870352620898e-27
1868222.3847710367,23224489795.91837,5.259218908132515e-27
1958108.4190003115,23224489795.91837,2.8554132144473055e-27
2052319.1520530963,23224489795.91837,1.4601922144896565e-27
2151062.6587440567,23224489795.91837,7.067976257185861e-28
2254557.0250193435,23224489795.91837,3.2682641969145036e-28
2363030.8296234924,23224489795.91837,1.4579201595770593e-28
2476723.6489408244,23224489795.91837,6.3439822513022e-29
2595886.586126396,23224489795.91837,2.722553840065724e-29
2720782.8256950434,23224489795.91837,1.1614613962613694e-29
2851688.2147934726,23224489795.91837,4.9553568817938406e-30
2988891.8724391717,23224489795.91837,2.124588447881385e-30
3132696.828071686,23224489795.91837,9.176219129292437e-31
3283420.6908266563,23224489795.91837,4.000467773389583e-31
3441396.3510106686,23224489795.91837,1.7617902236092497e-31
3606972.7153262887,23224489795.91837,7.839574850762414e-32
3780515.4774710797,23224489795.91837,3.5247150557872887e-32
3962407.92581251,23224489795.91837,1.6006647264685056e-32
4153051.789922715,23224489795.91837,7.338770864812785e-33
4352868.127842631,23224489795.91837,3.393830332424667e-33
4562298.256035178,23224489795.91837,1.5813515342453196e-33
4781804.724081485,23224489795.91837,7.415623799831362e-34
5011872.336272725,23224489795.91837,3.4957212737899276e-34
501187.2336272725,25244897959.183674,2.51645326557198e-27
525300.922235397,25244897959.183674,4.091413661979114e-27
550574.7959784886,25244897959.183674,6.43589557729121e-27
577064.6749995912,25244897959.183674,9.808628284103354e-27
604829.0651237764,25244897959.183674,1.449992608307291e-26
633929.2870747296,25244897959.183674,2.0809996299013064e-26
664429.61190834,25244897959.183674,2.9016536617316274e-26
696397.4029624328,25244897959.183674,3.931940961387201e-26
729903.2646361388,25244897959.183674,5.178674539589703e-26
765021.19832752,25244897959.183674,6.626768167386664e-26
801828.7658738301,25244897959.183674,8.232159635123699e-26
840407.2608554034,25244897959.183674,9.917401885456305e-26
880841.8881415128,25244897959.183674,1.1567861580765154e-25
923221.9520747317,25244897959.183674,1.3041855840460667e-25
967641.0537094537,25244897959.183674,1.4186803752450847e-25
1014197.2975401576,25244897959.183674,1.4862762862719266e-25
1062993.5081760285,25244897959.183674,1.4972203621182315e-25
1114137.4574404613,25244897959.183674,1.4484382143397764e-25
1167742.1023970542,25244897959.183674,1.3441449820798942e-25
1223925.834827758,25244897959.183674,1.195746590385015e-25
1282812.7427142137,25244897959.183674,1.0192311132883285e-25
1344532.8842997623,25244897959.183674,8.318597320308814e-26
1409222.5753374626,25244897959.183674,6.494685963289235e-26
1477024.690158485,25244897959.183674,4.8456013762311116e-26
1548088.9772258627,25244897959.183674,3.450212168242951e-26
1622572.3898705235,25244897959.183674,2.3411002448681479e-26
1700639.4329400521,25244897959.183674,1.5098072720527823e-26
1782462.5261258448,25244897959.183674,9.219032011138225e-27
1868222.3847710367,25244897959.183674,5.3121603296819285e-27
1958108.4190003115,25244897959.183674,2.8846559378340555e-27
2052319.1520530963,25244897959.183674,1.4754063098210842e-27
2151062.6587440567,25244897959.183674,7.142900650592572e-28
2254557.0250193435,25244897959.183674,3.303511881267405e-28
2363030.8296234924,25244897959.183674,1.4739162858409148e-28
2476723.6489408244,25244897959.183674,6.414790381597317e-29
2595886.586126396,25244897959.183674,2.753463998595011e-29
2720782.8256950434,25244897959.183674,1.1748732471483097e-29
2851688.2147934726,25244897959.183674,5.0135493487752456e-30
2988891.8724391717,25244897959.183674,2.149958267897063e-30
3132696.828071686,25244897959.183674,9.287621654435586e-31
3283420.6908266563,25244897959.183674,4.049837952213508e-31
3441396.3510106686,25244897959.183674,1.7838886652146603e-31
3606972.7153262887,25244897959.183674,7.939501662593405e-32
3780515.4774710797,25244897959.183674,3.570363137713243e-32
3962407.92581251,25244897959.183674,1.6217235379684722e-32
4153051.789922715,25244897959.183674,7.436836609384781e-33
4352868.127842631,25244897959.183674,3.4398846433238064e-33
4562298.256035178,25244897959.183674,1.6031397108807955e-33
4781804.724081485,25244897959.183674,7.519347846075776e-34
5011872.336272725,25244897959.183674,3.5453503276422584e-34
501187.2336272725,27265306122.448982,2.5296047704007365e-27
525300.922235397,27265306122.448982,4.1132510659782894e-27
550574.7959784886,27265306122.448982,6.470958018349373e-27
577064.6749995912,27265306122.448982,9.863144226693131e-27
604829.0651237764,27265306122.448982,1.458210363533567e-26
633929.2870747296,27265306122.448982,2.0930205142592533e-26
664429.61190834,27265306122.448982,2.9187305047081327e-26
696397.4029624328,27265306122.448982,3.955507926955517e-26
729903.2646361388,27265306122.448982,5.21027577035429e-26
765021.19832752,27265306122.448982,6.667925485894055e-26
801828.7658738301,27265306122.448982,8.284184070426636e-26
840407.2608554034,27265306122.448982,9.981161415085793e-26
880841.8881415128,27265306122.448982,1.1643505782275765e-25
923221.9520747317,27265306122.448982,1.3128586949882619e-25
967641.0537094537,27265306122.448982,1.4282740630240982e-25
1014197.2975401576,27265306122.448982,1.4964958572515848e-25
1062993.5081760285,27265306122.448982,1.5076875659913924e-25
1114137.4574404613,27265306122.448982,1.458733746308933e-25
1167742.1023970542,27265306122.448982,1.3538590622327143e-25
1223925.834827758,27265306122.448982,1.204533046924982e-25
1282812.7427142137,27265306122.448982,1.0268464051624451e-25
1344532.8842997623,27265306122.448982,8.381799190325652e-26
1409222.5753374626,27265306122.448982,6.544866539063063e-26
1477024.690158485,27265306122.448982,4.883677979603525e-26
1548088.9772258627,27265306122.448982,3.477787903322187e-26
1622572.3898705235,27265306122.448982,2.3601334093099321e-26
1700639.4329400521,27265306122.448982,1.5222943600696088e-26
1782462.5261258448,27265306122.448982,9.296605208922975e-27
1868222.3847710367,27265306122.448982,5.3576403316775904e-27
1958108.4190003115,27265306122.448982,2.9097863649592913e-27
2052319.1520530963,27265306122.448982,1.488486200856375e-27
2151062.6587440567,27265306122.448982,7.2073435509088945e-28
2254557.0250193435,27265306122.448982,3.333843323830196e-28
2363030.8296234924,27265306122.448982,1.4876884922983625e-28
2476723.6489408244,27265306122.448982,6.475787936518778e-29
2595886.586126396,27265306122.448982,2.7801070692206353e-29
2720782.8256950434,27265306122.448982,1.1864406918357886e-29
2851688.2147934726,27265306122.448982,5.063771104737269e-30
2988891.8724391717,27265306122.448982,2.1718675681516808e-30
3132696.828071686,27265306122.448982,9.383893797229794e-31
3283420.6908266563,27265306122.448982,4.092532481222997e-31
3441396.3510106686,27265306122.448982,1.8030126132969603e-31
3606972.7153262887,27265306122.448982,8.026040660086708e-32
3780515.4774710797,27265306122.448982,3.609924475487376e-32
3962407.92581251,27265306122.448982,1.6399879122597838e-32
4153051.789922715,27265306122.448982,7.52195314819225e-33
4352868.127842631,27265306122.448982,3.479887878514294e-33
4562298.256035178,27265306122.448982,1.6220795304303013e-33
4781804.724081485,27265306122.448982,7.609580951041161e-34
5011872.336272725,27265306122.448982,3.588557400381318e-34
501187.2336272725,29285714285.714287,2.541039374396876e-27
525300.922235397,29285714285.714287,4.132235721651613e-27
550574.7959784886,29285714285.714287,6.501436117948095e-27
577064.6749995912,29285714285.714287,9.910524940847109e-27
604829.0651237764,29285714285.714287,1.4653512558706077e-26
633929.2870747296,29285714285.714287,2.1034640252323802e-26
664429.61190834,29285714285.714287,2.9335631664123224e-26
696397.4029624328,29285714285.714287,3.9759727646059145e-26
729903.2646361388,29285714285.714287,5.237710130822688e-26
765021.19832752,29285714285.714287,6.703646083713789e-26
801828.7658738301,29285714285.714287,8.329323502943539e-26
840407.2608554034,29285714285.714287,1.0036466997546654e-25
880841.8881415128,29285714285.714287,1.1709101370957766e-25
923221.9520747317,29285714285.714287,1.320377537288649e-25
967641.0537094537,29285714285.714287,1.4365886889786924e-25
1014197.2975401576,29285714285.714287,1.5053506187645836e-25
1062993.5081760285,29285714285.714287,1.516754698504169e-25
1114137.4574404613,29285714285.714287,1.4676502191028897e-25
1167742.1023970542,29285714285.714287,1.3622703555519082e-25
1223925.834827758,29285714285.714287,1.2121399021713402e-25
1282812.7427142137,29285714285.714287,1.0334384975736232e-25
1344532.8842997623,29285714285.714287,8.436504370693918e-26
1409222.5753374626,29285714285.714287,6.588298916735367e-26
1477024.690158485,29285714285.714287,4.916633961123976e-26
1548088.9772258627,29285714285.714287,3.501656158424697e-26
1622572.3898705235,29285714285.714287,2.376609042315754e-26
1700639.4329400521,29285714285.714287,1.533104970083521e-26
1782462.5261258448,29285714285.714287,9.363775801906425e-27
1868222.3847710367,29285714285.714287,5.397030417529196e-27
1958108.4190003115,29285714285.714287,2.9315577254904513e-27
2052319.1520530963,29285714285.714287,1.4998213946894813e-27
2151062.6587440567,29285714285.714287,7.263210909506937e-28
2254557.0250193435,29285714285.714287,3.360149177856722e-28
2363030.8296234924,29285714285.714287,1.4996381657710617e-28
2476723.6489408244,29285714285.714287,6.52873889281721e-29
2595886.586126396,29285714285.714287,2.8032473696020336e-29
2720782.8256950434,29285714285.714287,1.1964928362533739e-29
2851688.2147934726,29285714285.714287,5.10743895099335e-30
2988891.8724391717,29285714285.714287,2.1909291004077637e-30
3132696.828071686,29285714285.714287,9.467704415332744e-31
3283420.6908266563,29285714285.714287,4.129724377260871e-31
3441396.3510106686,29285714285.714287,1.819682739009352e-31
3606972.7153262887,29285714285.714287,8.101526408013383e-32
3780515.4774710797,29285714285.714287,3.644456456459892e-32
3962407.92581251,29285714285.714287,1.65594146919737e-32
4153051.789922715,29285714285.714287,7.596353138582189e-33
4352868.127842631,29285714285.714287,3.514879454351606e-33
4562298.256035178,29285714285.714287,1.6386584522560608e-33
4781804.724081485,29285714285.714287,7.688623402930426e-34
5011872.336272725,29285714285.714287,3.6264334646717356e-34
501187.2336272725,31306122448.979595,2.5510703339128784e-27
525300.922235397,31306122448.979595,4.1488877890947755e-27
550574.7959784886,31306122448.979595,6.528165245217263e-27
577064.6749995912,31306122448.979595,9.952069822061198e-27
604829.0651237764,31306122448.979595,1.4716112711181146e-26
633929.2870747296,31306122448.979595,2.112617057367875e-26
664429.61190834,31306122448.979595,2.9465595490392836e-26
696397.4029624328,31306122448.979595,3.993898915487171e-26
729903.2646361388,31306122448.979595,5.261733868026987e-26
765021.19832752,31306122448.979595,6.734915839429469e-26
801828.7658738301,31306122448.979595,8.368825273468033e-26
840407.2608554034,31306122448.979595,1.0084848632726514e-25
880841.8881415128,31306122448.979595,1.1766464865942492e-25
923221.9520747317,31306122448.979595,1.326950506916441e-25
967641.0537094537,31306122448.979595,1.4438548562122064e-25
1014197.2975401576,31306122448.979595,1.51308625445709e-25
1062993.5081760285,31306122448.979595,1.524673366195882e-25
1114137.4574404613,31306122448.979595,1.475435008590434e-25
1167742.1023970542,31306122448.979595,1.369612092140524e-25
1223925.834827758,31306122448.979595,1.2187778816550616e-25
1282812.7427142137,31306122448.979595,1.0391897579107688e-25
1344532.8842997623,31306122448.979595,8.484223556986235e-26
1409222.5753374626,31306122448.979595,6.626179815851553e-26
1477024.690158485,31306122448.979595,4.945374936315766e-26
1548088.9772258627,31306122448.979595,3.522470753915053e-26
1622572.3898705235,31306122448.979595,2.390976824331835e-26
1700639.4329400521,31306122448.979595,1.542532956721202e-26
1782462.5261258448,31306122448.979595,9.422361314515435e-27
1868222.3847710367,31306122448.979595,5.4313910819873865e-27
1958108.4190003115,31306122448.979595,2.9505529734282864e-27
2052319.1520530963,31306122448.979595,1.5097136206462063e-27
2151062.6587440567,31306122448.979595,7.311980502655822e-28
2254557.0250193435,31306122448.979595,3.3831206359014034e-28
2363030.8296234924,31306122448.979595,1.5100770841088426e-28
2476723.6489408244,31306122448.979595,6.575014651659976e-29
2595886.586126396,31306122448.979595,2.8234796469522123e-29
2720782.8256950434,31306122448.979595,1.2052859978203714e-29
2851688.2147934726,31306122448.979595,5.145657301880202e-30
2988891.8724391717,31306122448.979595,2.2076209274281536e-30
3132696.828071686,31306122448.979595,9.541137517274918e-31
3283420.6908266563,31306122448.979595,4.162330385149219e-31
3441396.3510106686,31306122448.979595,1.8343063046991515e-31
3606972.7153262887,31306122448.979595,8.167786499915471e-32
3780515.4774710797,31306122448.979595,3.674787532401594e-32
3962407.92581251,31306122448.979595,1.6699634305583108e-32
4153051.789922715,31306122448.979595,7.661788701080534e-33
4352868.127842631,31306122448.979595,3.5456757296604824e-33
4562298.256035178,31306122448.979595,1.6532596332793222e-33
4781804.724081485,31306122448.979595,7.75828472634742e-34
5011872.336272725,31306122448.979595,3.6598374105620424e-34
501187.2336272725,33326530612.2449,2.559939361218148e-27
525300.922235397,33326530612.2449,4.163608775561292e-27
550574.7959784886,33326530612.2449,6.551790454266581e-27
577064.6749995912,33326530612.2449,9.988782619665195e-27
604829.0651237764,33326530612.2449,1.47714186320772e-26
633929.2870747296,33326530612.2449,2.120701408405686e-26
664429.61190834,33326530612.2449,2.958035136719587e-26
696397.4029624328,33326530612.2449,4.009722358348822e-26
729903.2646361388,33326530612.2449,5.282932425628175e-26
765021.19832752,33326530612.2449,6.762498341796933e-26
801828.7658738301,33326530612.2449,8.403655981072346e-26
840407.2608554034,33326530612.2449,1.0127492604501192e-25
880841.8881415128,33326530612.2449,1.1817005504736064e-25
923221.9520747317,33326530612.2449,1.3327393714777322e-25
967641.0537094537,33326530612.2449,1.4502516815318312e-25
1014197.2975401576,33326530612.2449,1.5198937175777861e-25
1062993.5081760285,33326530612.2449,1.5316392563589038e-25
1114137.4574404613,33326530612.2449,1.482280644472737e-25
1167742.1023970542,33326530612.2449,1.3760659213888107e-25
1223925.834827758,33326530612.2449,1.2246112272938642e-25
1282812.7427142137,33326530612.2449,1.0442424319551743e-25
1344532.8842997623,33326530612.2449,8.526135987634899e-26
1409222.5753374626,33326530612.2449,6.659444116265412e-26
1477024.690158485,33326530612.2449,4.970608934939988e-26
1548088.9772258627,33326530612.2449,3.5407432715192057e-26
1622572.3898705235,33326530612.2449,2.403588893774088e-26
1700639.4329400521,33326530612.2449,1.5508086220828113e-26
1782462.5261258448,33326530612.2449,9.473787367471446e-27
1868222.3847710367,33326530612.2449,5.461554840651417e-27
1958108.4190003115,33326530612.2449,2.9672301234183968e-27
2052319.1520530963,33326530612.2449,1.518400138629765e-27
2151062.6587440567,33326530612.2449,7.354815323477651e-28
2254557.0250193435,33326530612.2449,3.403302110789245e-28
2363030.8296234924,33326530612.2449,1.5192510202166207e-28
2476723.6489408244,33326530612.2449,6.615697172054073e-29
2595886.586126396,33326530612.2449,2.841273507578867e-29
2720782.8256950434,33326530612.2449,1.2130227264943805e-29
2851688.2147934726,33326530612.2449,5.179299602543837e-30
2988891.8724391717,33326530612.2449,2.2223214350815704e-30
3132696.828071686,33326530612.2449,9.605843895820871e-31
3283420.6908266563,33326530612.2449,4.191077248453439e-31
3441396.3510106686,33326530612.2449,1.8472064150189797e-31
3606972.7153262887,33326530612.2449,8.226271982379449e-32
3780515.4774710797,33326530612.2449,3.701575964698371e-32
3962407.92581251,33326530612.2449,1.6823553402319566e-32
4153051.789922715,33326530612.2449,7.719654097001412e-33
4352868.127842631,33326530612.2449,3.5729268059813375e-33
4562298.256035178,33326530612.2449,1.6661884206093543e-33
4781804.724081485,33326530612.2449,7.820008019804359e-34
5011872.336272725,33326530612.2449,3.689454696156826e-34
501187.2336272725,35346938775.51021,2.567835900487395e-27
525300.922235397,35346938775.51021,4.176713457004922e-27
550574.7959784886,35346938775.51021,6.572817607862077e-27
577064.6749995912,35346938775.51021,1.0021450731322254e-26
604829.0651237764,35346938775.51021,1.4820618787033113e-26
633929.2870747296,35346938775.51021,2.1278911814120688e-26
664429.61190834,35346938775.51021,2.9682376585790035e-26
696397.4029624328,35346938775.51021,4.023785563638013e-26
729903.2646361388,35346938775.51021,5.301765858842382e-26
765021.19832752,35346938775.51021,6.786993880724327e-26
801828.7658738301,35346938775.51021,8.434575837844096e-26
840407.2608554034,35346938775.51021,1.016533232746952e-25
880841.8881415128,35346938775.51021,1.1861832663232228e-25
923221.9520747317,35346938775.51021,1.3378715416503895e-25
967641.0537094537,35346938775.51021,1.4559203151433133e-25
1014197.2975401576,35346938775.51021,1.525923569707066e-25
1062993.5081760285,35346938775.51021,1.5378067530416033e-25
1114137.4574404613,35346938775.51021,1.4883391116983854e-25
1167742.1023970542,35346938775.51021,1.381775329346485e-25
1223925.834827758,35346938775.51021,1.229769759168976e-25
1282812.7427142137,35346938775.51021,1.0487090288869318e-25
1344532.8842997623,35346938775.51021,8.563175021605884e-26
1409222.5753374626,35346938775.51021,6.688832289614809e-26
1477024.690158485,35346938775.51021,4.99289715473732e-26
1548088.9772258627,35346938775.51021,3.5568794968117164e-26
1622572.3898705235,35346938775.51021,2.4147247731367094e-26
1700639.4329400521,35346938775.51021,1.5581149138171323e-26
1782462.5261258448,35346938775.51021,9.519187304251987e-27
1868222.3847710367,35346938775.51021,5.4881840333347656e-27
1958108.4190003115,35346938775.51021,2.9819538457791338e-27
2052319.1520530963,35346938775.51021,1.5260699996389957e-27
2151062.6587440567,35346938775.51021,7.39264276893474e-28
2254557.0250193435,35346938775.51021,3.42112806309364e-28
2363030.8296234924,35346938775.51021,1.5273562597212988e-28
2476723.6489408244,35346938775.51021,6.651651215211436e-29
2595886.586126396,35346938775.51021,2.8570045710203135e-29
2720782.8256950434,35346938775.51021,1.2198651558072619e-29
2851688.2147934726,35346938775.51021,5.20906553389157e-30
2988891.8724391717,35346938775.51021,2.23533395662381e-30
3132696.828071686,35346938775.51021,9.663147878058783e-31
3283420.6908266563,35346938775.51021,4.216548409905936e-31
3441396.3510106686,35346938775.51021,1.858642649994834e-31
3606972.7153262887,35346938775.51021,8.278149442354427e-32
3780515.4774710797,35346938775.51021,3.7253513418484383e-32
3962407.92581251,35346938775.51021,1.6933599664649686e-32
4153051.789922715,35346938775.51021,7.771072594872661e-33
4352868.127842631,35346938775.51021,3.597156785147011e-33
4562298.256035178,35346938775.51021,1.677691146069808e-33
4781804.724081485,35346938775.51021,7.874958246584551e-34
5011872.336272725,35346938775.51021,3.7158390338323197e-34
501187.2336272725,37367346938.77551,2.5749104985115293e-27
525300.922235397,37367346938.77551,4.188452035446098e-27
550574.7959784886,37367346938.77551,6.591648888240285e-27
577064.6749995912,37367346938.77551,1.0050700321107019e-26
604829.0651237764,37367346938.77551,1.486465851718789e-26
633929.2870747296,37367346938.77551,2.134324899233536e-26
664429.61190834,37367346938.77551,2.977364271237723e-26
696397.4029624328,37367346938.77551,4.036361167850752e-26
729903.2646361388,37367346938.77551,5.318600525686997e-26
765021.19832752,37367346938.77551,6.808880646499091e-26
801828.7658738301,37367346938.77551,8.462190642439518e-26
840407.2608554034,37367346938.77551,1.0199111903525124e-25
880841.8881415128,37367346938.77551,1.1901831073438335e-25
923221.9520747317,37367346938.77551,1.3424486716125699e-25
967641.0537094537,37367346938.77551,1.460973424542952e-25
1014197.2975401576,37367346938.77551,1.531296048448815e-25
1062993.5081760285,37367346938.77551,1.5432992089608265e-25
1114137.4574404613,37367346938.77551,1.4937319107046634e-25
1167742.1023970542,37367346938.77551,1.3868550859903535e-25
1223925.834827758,37367346938.77551,1.234357376357791e-25
1282812.7427142137,37367346938.77551,1.052679647335319e-25
1344532.8842997623,37367346938.77551,8.596088566309297e-26
1409222.5753374626,37367346938.77551,6.714938059348175e-26
1477024.690158485,37367346938.77551,5.0126898680324285e-26
1548088.9772258627,37367346938.77551,3.571205225692661e-26
1622572.3898705235,37367346938.77551,2.424609037061768e-26
1700639.4329400521,37367346938.77551,1.5645989175324356e-26
1782462.5261258448,37367346938.77551,9.559472942409472e-27
1868222.3847710367,37367346938.77551,5.511811912906567e-27
1958108.4190003115,37367346938.77551,2.9950179466488373e-27
2052319.1520530963,37367346938.77551,1.5328756261541463e-27
2151062.6587440567,37367346938.77551,7.426211087904781e-28
2254557.0250193435,37367346938.77551,3.4369492779142817e-28
2363030.8296234924,37367346938.77551,1.5345513974291374e-28
2476723.6489408244,37367346938.77551,6.683575987064414e-29
2595886.586126396,37367346938.77551,2.8709767604146995e-29
2720782.8256950434,37367346938.77551,1.2259445640599015e-29
2851688.2147934726,37367346938.77551,5.235522016375656e-30
2988891.8724391717,37367346938.77551,2.2469044389492417e-30
3132696.828071686,37367346938.77551,9.714123979797699e-31
3283420.6908266563,37367346938.77551,4.239217575511526e-31
3441396.3510106686,37367346938.77551,1.868825907320753e-31
3606972.7153262887,37367346938.77551,8.324367307781565e-32
3780515.4774710797,37367346938.77551,3.746544497101702e-32
3962407.92581251,37367346938.77551,1.703174934682592e-32
4153051.789922715,37367346938.77551,7.81695917490712e-33
4352868.127842631,37367346938.77551,3.618792854116269e-33
4562298.256035178,37367346938.77551,1.6879687162501493e-33
4781804.724081485,37367346938.77551,7.924086130909544e-34
5011872.336272725,37367346938.77551,3.739442584164514e-34
501187.2336272725,39387755102.04082,2.5812842765321252e-27
525300.922235397,39387755102.04082,4.1990258445401474e-27
550574.7959784886,39387755102.04082,6.608607983117442e-27
577064.6749995912,39387755102.04082,1.0077035436346304e-26
604829.0651237764,39387755102.04082,1.4904298945358752e-26
633929.2870747296,39387755102.04082,2.1401141132451413e-26
664429.61190834,39387755102.04082,2.985573777323751e-26
696397.4029624328,39387755102.04082,4.047668820217366e-26
729903.2646361388,39387755102.04082,5.333731654738263e-26
765021.19832752,39387755102.04082,6.828544089989362e-26
801828.7658738301,39387755102.04082,8.486988846537459e-26
840407.2608554034,39387755102.04082,1.0229431484163821e-25
880841.8881415128,39387755102.04082,1.1937714551120382e-25
923221.9520747317,39387755102.04082,1.3465528072276743e-25
967641.0537094537,39387755102.04082,1.4655019798064506e-25
1014197.2975401576,39387755102.04082,1.5361082763732428e-25
1062993.5081760285,39387755102.04082,1.5482163068486277e-25
1114137.4574404613,39387755102.04082,1.4985572731827008e-25
1167742.1023970542,39387755102.04082,1.391398027123258e-25
1223925.834827758,39387755102.04082,1.2384581646683454e-25
1282812.7427142137,39387755102.04082,1.0562272436008327e-25
1344532.8842997623,39387755102.04082,8.625482569520737e-26
1409222.5753374626,39387755102.04082,6.738242733033652e-26
1477024.690158485,39387755102.04082,5.030352309895435e-26
1548088.9772258627,39387755102.04082,3.5839848867062936e-26
1622572.3898705235,39387755102.04082,2.43342407296515e-26
1700639.4329400521,39387755102.04082,1.5703801643137304e-26
1782462.5261258448,39387755102.04082,9.595385761910687e-27
1868222.3847710367,39387755102.04082,5.532872398632624e-27
1958108.4190003115,39387755102.04082,3.006661660389184e-27
2052319.1520530963,39387755102.04082,1.5389412121872021e-27
2151062.6587440567,39387755102.04082,7.456130361879034e-28
2254557.0250193435,39387755102.04082,3.451051957780129e-28
2363030.8296234924,39387755102.04082,1.5409659159791274e-28
2476723.6489408244,39387755102.04082,6.712042725509258e-29
2595886.586126396,39387755102.04082,2.8834385397941874e-29
2720782.8256950434,39387755102.04082,1.231368344912448e-29
2851688.2147934726,39387755102.04082,5.259133128502067e-30
2988891.8724391717,39387755102.04082,2.257234343390496e-30
3132696.828071686,39387755102.04082,9.759652928150149e-31
3283420.6908266563,39387755102.04082,4.259473264611537e-31
3441396.3510106686,39387755102.04082,1.8779292673106836e-31
3606972.7153262887,39387755102.04082,8.365704420204403e-32
3780515.4774710797,39387755102.04082,3.7655094438845005e-32
3962407.92581251,39387755102.04082,1.7119627308847067e-32
4153051.789922715,39387755102.04082,7.858066576012326e-33
4352868.127842631,39387755102.04082,3.6381866601175784e-33
4562298.256035178,39387755102.04082,1.6971866079389232e-33
4781804.724081485,39387755102.04082,7.968175189793015e-34
